Date,AAPL,NVDA,MSFT,AMZN,META,AVGO,GOOGL,TSLA,BRK.B,GOOG,JPM,LLY,V,NFLX,XOM,MA,COST,WMT,PG,JNJ,HD,ORCL,ABBV,BAC,PLTR
2024-04-26,168.09,87.7,402.5,179.62,441.34,132.78,170.92,168.29,402.1,172.88,188.2,725.69,271.56,561.23,112.02,459.09,724.43,59.21,156.37,140.39,324.94,115.67,152.71,36.7,22.52
2024-04-29,172.26,87.72,398.47,180.96,430.72,132.24,165.16,194.05,400.96,167.12,187.99,729.34,268.91,559.49,113.62,453.81,721.59,59.28,156.73,141.05,326.6,114.96,154.52,36.43,22.83
2024-04-30,169.12,86.37,385.67,175.0,428.28,128.45,161.81,183.28,396.73,163.87,186.5,772.77,265.71,550.64,112.32,447.95,718.19,58.41,158.23,138.9,324.1,112.26,155.59,35.91,21.97
2024-05-01,168.09,83.01,391.23,179.0,437.26,122.78,162.88,179.99,398.58,164.8,186.61,768.47,264.44,551.71,110.19,438.89,717.51,57.92,158.42,145.24,321.92,113.12,154.71,35.85,22.12
2024-05-02,171.8,85.78,394.1,184.72,439.74,122.36,165.63,180.01,400.6,167.67,186.42,747.85,264.72,565.15,110.39,437.93,727.66,58.76,158.85,144.03,325.37,113.45,153.84,35.78,22.55
2024-05-03,182.07,88.75,402.84,186.21,449.97,126.26,166.24,181.19,400.87,168.2,185.3,727.13,265.59,579.34,110.16,440.39,739.05,58.87,159.45,143.4,332.47,114.28,156.7,36.14,23.33
2024-05-06,180.41,92.1,409.65,188.7,463.63,129.44,167.1,184.76,404.92,169.04,186.75,758.51,269.73,596.97,110.88,446.14,751.52,58.92,159.43,142.74,331.92,116.78,155.68,36.57,25.21
2024-05-07,181.1,90.52,405.49,188.76,466.18,128.73,170.23,177.81,406.14,172.17,186.51,769.48,273.48,606.0,110.32,449.8,766.28,59.66,160.71,142.87,330.37,116.38,155.51,36.71,21.4
2024-05-08,181.44,90.38,406.68,188.0,470.52,130.93,168.37,174.72,406.37,170.36,190.3,766.74,274.2,609.47,110.31,451.5,758.43,59.34,160.04,143.09,328.57,115.85,153.5,36.59,21.56
2024-05-09,183.25,88.71,408.45,189.5,473.33,128.99,168.95,171.97,408.82,170.78,192.1,763.32,275.53,612.09,112.48,452.21,773.96,59.69,160.98,143.96,336.92,115.11,153.45,37.14,21.14
2024-05-10,181.99,89.84,410.84,187.48,474.1,131.66,167.64,168.47,412.05,169.5,193.33,751.9,277.71,610.87,112.02,453.69,782.06,59.73,161.76,144.02,335.94,115.14,153.79,37.3,20.6
2024-05-13,185.2,90.36,409.83,186.57,465.95,132.13,168.13,171.89,411.22,170.1,193.29,749.62,276.37,616.59,111.98,454.47,770.1,59.66,160.81,145.27,330.63,114.84,154.29,37.07,20.94
2024-05-14,186.35,91.32,412.65,187.07,469.77,136.33,169.32,177.55,410.24,171.13,196.0,755.84,274.74,613.66,112.66,450.93,772.83,59.11,160.71,145.43,330.19,119.28,154.59,37.34,21.44
2024-05-15,188.62,94.59,419.86,185.99,479.42,141.88,171.48,173.99,412.76,173.07,196.58,779.96,278.46,613.52,113.53,454.71,781.91,59.08,161.43,146.67,338.11,120.03,156.7,37.75,21.67
2024-05-16,188.74,94.32,417.79,183.63,471.15,139.5,173.14,174.84,413.12,174.61,196.93,764.2,277.33,610.52,112.85,455.57,787.9,63.21,162.74,148.21,332.35,120.55,157.23,38.05,21.65
2024-05-17,188.77,92.44,417.01,184.7,469.83,137.84,175.01,177.46,416.94,176.46,199.19,763.09,277.59,621.1,114.54,456.96,790.62,63.84,162.53,148.56,333.78,121.88,159.21,38.12,21.76
2024-05-20,189.94,94.74,422.1,183.54,466.78,139.69,175.87,174.95,413.0,177.63,190.23,776.15,276.04,640.82,113.61,456.35,787.83,63.38,162.21,146.5,327.59,122.88,157.43,37.66,21.62
2024-05-21,191.24,95.35,425.78,183.15,462.59,138.22,176.79,186.6,414.37,178.7,194.06,795.96,273.48,650.61,112.83,455.8,795.71,64.34,163.22,146.47,325.97,122.99,155.87,38.47,21.24
2024-05-22,189.8,94.91,427.24,183.13,465.72,137.53,175.33,180.11,413.99,177.17,192.89,795.7,273.11,640.47,110.56,453.24,796.63,64.44,162.69,148.66,320.58,122.96,152.7,38.57,21.17
2024-05-23,185.8,103.76,423.75,181.05,463.73,137.64,172.52,173.74,405.88,174.24,191.53,801.19,271.77,635.67,108.67,447.96,791.15,64.03,160.45,144.98,316.99,122.46,151.4,38.0,20.72
2024-05-24,188.88,106.43,426.89,180.75,476.12,139.07,173.95,179.24,407.41,175.51,195.22,800.18,272.03,646.75,108.59,447.93,804.45,64.57,160.29,142.33,315.25,121.29,150.26,38.52,21.01
2024-05-28,188.89,113.86,427.05,182.15,477.81,139.54,175.35,176.75,403.9,177.19,194.04,800.61,268.55,649.0,109.97,441.88,807.87,64.23,158.14,139.82,318.74,122.85,148.61,38.15,21.05
2024-05-29,189.19,114.78,425.9,182.02,472.27,137.38,174.85,176.19,404.09,176.57,192.69,804.25,266.45,654.62,108.79,439.29,801.26,64.11,156.72,139.88,316.04,122.11,148.08,37.57,20.94
2024-05-30,190.18,110.46,411.51,179.32,464.99,134.76,171.08,178.79,408.61,172.75,193.88,807.75,268.87,647.66,109.13,438.92,810.02,64.08,157.62,140.7,321.43,115.55,149.54,37.48,21.73
2024-05-31,191.14,109.59,411.97,176.44,464.78,131.24,171.47,178.08,414.4,173.15,197.09,812.98,270.02,641.62,112.26,443.85,804.61,64.94,159.52,142.04,326.98,115.65,154.26,38.8,21.68
2024-06-03,192.91,114.95,410.37,178.34,475.39,130.59,172.14,176.29,414.79,173.61,196.3,823.8,267.96,633.79,109.57,440.0,810.07,65.0,159.63,143.08,320.29,117.71,153.25,38.69,21.32
2024-06-04,193.23,116.39,412.9,179.34,474.89,131.47,172.75,174.77,409.53,174.31,193.71,825.12,269.98,631.62,107.87,441.57,822.0,65.77,161.92,143.14,320.53,118.49,155.12,38.5,22.1
2024-06-05,194.74,122.39,420.78,181.28,492.88,139.6,174.36,175.0,409.85,176.24,191.86,824.3,272.04,650.27,108.3,443.45,828.86,66.25,160.99,141.36,322.48,121.02,158.27,38.77,22.96
2024-06-06,193.36,120.95,421.29,185.0,491.59,138.43,175.68,177.94,411.08,177.52,191.52,829.78,274.56,648.52,109.11,445.45,837.15,66.31,163.33,141.8,323.3,121.88,161.27,38.52,23.79
2024-06-07,195.75,120.84,420.63,184.3,490.79,138.96,173.42,177.48,413.72,175.13,194.48,842.36,276.17,641.47,107.95,446.55,840.07,65.06,161.97,142.44,319.33,124.27,162.08,38.83,23.31
2024-06-10,192.0,121.74,424.61,187.06,500.39,142.3,174.17,173.79,410.81,176.0,194.15,857.24,272.58,644.5,108.26,446.02,842.81,66.13,162.25,142.49,324.73,122.86,163.08,38.72,23.13
2024-06-11,205.95,120.87,429.39,187.23,505.24,144.33,175.77,170.66,408.5,177.56,189.04,858.05,272.21,648.55,107.39,445.81,843.77,65.9,162.37,142.13,327.81,122.25,160.44,37.93,23.85
2024-06-12,211.84,125.16,437.7,186.89,506.6,147.74,176.93,177.29,408.77,178.92,186.29,859.52,267.9,650.06,106.2,439.81,842.28,65.48,160.15,140.82,336.04,138.54,158.9,38.47,23.77
2024-06-13,213.0,129.57,438.22,183.83,501.88,165.87,174.32,182.47,405.92,176.11,188.36,875.4,268.76,653.26,105.35,441.8,840.44,65.87,161.34,140.86,339.69,138.01,159.35,38.32,23.27
2024-06-14,211.26,131.84,439.2,183.66,502.44,171.4,175.94,178.01,405.54,177.74,188.48,870.57,268.23,669.38,104.46,441.43,850.09,66.18,161.71,140.95,338.67,136.31,161.29,38.3,23.57
2024-06-17,215.42,130.94,444.96,184.06,504.9,180.67,176.39,187.44,407.32,178.15,189.65,877.07,268.74,675.83,103.74,444.89,862.25,66.58,162.39,141.34,341.27,139.45,162.33,38.56,25.02
2024-06-18,213.05,135.54,442.94,182.81,497.79,178.07,174.25,184.86,407.95,175.82,191.61,883.46,271.17,685.67,104.72,446.87,865.07,66.76,163.42,141.05,345.54,142.74,163.94,39.03,25.82
2024-06-20,208.47,130.74,442.31,186.1,499.99,171.36,175.45,181.57,409.15,177.08,193.24,878.04,274.34,679.03,106.98,449.26,856.82,67.16,162.56,143.12,345.12,141.03,164.67,39.03,25.56
2024-06-21,206.29,126.53,446.36,189.08,493.09,163.85,178.76,183.01,409.62,179.62,190.93,875.95,272.75,686.12,106.04,451.58,842.78,67.06,163.13,144.06,347.42,139.64,163.01,38.55,23.84
2024-06-24,206.94,118.07,444.26,185.57,497.21,157.79,178.36,182.58,413.98,180.15,193.44,882.12,273.82,669.02,109.19,453.67,842.63,68.04,163.32,144.41,342.62,138.05,165.26,39.06,24.16
2024-06-25,207.86,126.05,447.52,186.34,508.86,156.66,183.14,187.35,410.97,184.92,192.65,896.49,271.08,672.41,109.5,452.37,849.93,66.58,161.76,142.55,330.35,137.34,163.35,38.44,24.56
2024-06-26,212.02,126.36,448.72,193.61,511.37,157.77,182.99,196.37,410.26,184.71,192.03,893.17,271.15,677.69,109.54,449.13,851.25,67.44,162.35,142.19,333.77,136.41,163.74,38.07,24.1
2024-06-27,212.86,123.95,449.4,197.85,517.79,157.25,184.52,197.42,407.95,186.2,193.72,900.88,264.2,684.34,110.0,439.57,845.07,67.03,161.54,141.2,333.45,138.34,161.67,38.31,25.22
2024-06-28,209.4,123.5,443.55,193.25,502.5,159.11,181.27,197.88,406.8,182.77,196.73,897.25,260.12,674.88,110.22,437.99,844.45,66.87,159.89,141.55,336.13,139.34,164.09,38.82,25.33
2024-07-01,215.5,124.26,453.25,197.2,502.96,162.61,182.11,209.86,405.19,183.84,199.83,906.16,260.88,673.61,110.06,434.46,840.16,66.64,157.76,141.82,328.27,141.21,162.99,39.05,25.88
2024-07-02,219.0,122.63,455.79,200.0,507.76,164.26,184.35,231.26,407.1,185.95,203.12,898.57,265.83,679.58,109.32,441.45,853.76,67.22,158.9,141.42,327.08,141.4,158.77,39.95,25.83
2024-07-03,220.27,128.24,457.26,197.59,508.22,171.37,184.92,246.39,405.77,186.72,202.98,890.04,266.58,682.51,109.87,444.96,857.04,67.39,158.84,141.09,325.78,142.48,156.74,39.92,25.85
2024-07-05,225.03,125.79,464.0,200.0,538.07,168.8,189.68,251.52,411.17,191.28,200.29,906.36,267.94,690.65,108.54,446.26,879.9,69.17,160.17,141.86,326.7,142.93,160.01,39.44,27.23
2024-07-08,226.5,128.16,462.69,199.29,527.51,173.02,188.12,252.94,409.08,189.8,200.66,909.76,264.01,685.74,107.4,443.03,875.1,68.81,161.44,140.89,331.6,143.12,159.31,39.65,27.7
2024-07-09,227.36,131.34,456.04,199.34,528.19,171.78,188.07,262.33,410.52,189.76,203.07,924.13,263.06,685.74,106.21,442.16,881.07,69.03,160.61,142.41,329.15,138.83,160.77,40.43,27.39
2024-07-10,231.63,134.87,462.7,199.79,532.87,172.91,190.26,263.26,413.79,191.98,203.24,931.35,260.64,677.65,107.15,431.16,878.54,69.53,161.72,144.71,336.08,140.2,160.86,40.74,28.42
2024-07-11,226.25,127.36,451.24,195.05,510.95,169.07,184.68,241.03,418.78,186.64,202.89,925.76,260.2,652.75,108.43,433.92,841.07,68.93,160.49,144.98,345.46,141.28,162.55,40.81,27.64
2024-07-12,229.21,129.2,450.1,194.49,497.17,168.54,184.18,248.23,424.44,186.12,200.44,939.89,263.36,647.6,108.44,437.59,837.4,68.38,161.53,145.15,351.3,143.27,162.9,40.6,28.07
2024-07-15,233.04,128.4,450.51,192.72,494.47,169.88,185.63,252.64,434.42,187.52,205.44,941.93,266.04,656.45,110.3,441.46,843.2,68.74,159.56,144.53,350.02,141.59,162.23,40.89,28.67
2024-07-16,233.46,126.32,446.1,193.02,488.12,167.86,183.03,256.56,438.9,184.84,208.93,933.15,266.84,656.32,111.1,440.99,845.22,69.12,161.86,146.25,360.43,141.13,163.36,43.07,28.67
2024-07-17,227.56,117.95,440.15,187.93,460.41,154.58,180.15,248.5,445.61,181.97,212.11,897.46,270.26,647.46,112.63,448.58,840.76,70.15,164.28,151.64,363.13,137.82,169.22,42.93,28.22
2024-07-18,222.88,121.05,437.02,183.75,474.23,159.08,176.83,249.23,441.82,178.58,205.37,841.28,266.74,643.04,113.74,446.15,833.9,69.94,163.31,150.52,357.46,136.6,165.23,41.98,28.64
2024-07-19,223.01,117.89,433.78,183.13,475.16,155.94,176.8,239.2,434.47,178.75,205.17,849.77,263.08,633.34,111.13,441.15,832.67,69.87,163.82,149.81,354.8,137.13,166.37,41.87,28.58
2024-07-22,222.66,123.5,439.57,182.55,485.74,159.62,180.79,251.51,435.98,182.7,205.66,858.2,265.31,647.5,110.36,445.38,841.89,69.5,164.1,149.37,354.7,138.72,167.62,41.29,28.46
2024-07-23,223.71,122.55,441.47,186.41,487.02,162.3,180.91,246.38,434.01,182.95,205.71,870.41,262.42,642.76,108.58,439.19,846.55,69.77,162.51,147.54,351.15,141.63,167.17,41.4,28.81
2024-07-24,217.28,114.21,425.64,180.83,459.7,149.98,171.8,215.99,432.8,173.75,204.01,852.16,251.89,635.99,110.11,429.98,825.4,69.72,163.86,151.35,342.06,137.33,170.13,41.18,26.6
2024-07-25,216.23,112.24,415.22,179.85,451.86,147.92,166.47,220.25,433.29,168.56,204.09,813.82,251.47,634.09,112.43,427.14,810.63,69.15,162.79,154.6,344.97,136.39,175.88,40.68,26.63
2024-07-26,216.7,113.02,422.03,182.5,464.11,150.27,166.19,219.8,437.66,168.08,207.58,797.4,257.13,631.37,112.33,435.67,813.43,68.91,164.94,155.57,351.04,137.57,178.77,40.67,27.18
2024-07-29,216.98,111.55,423.48,183.2,464.12,148.87,168.71,232.1,438.31,170.52,206.22,800.54,259.26,626.96,111.15,438.77,811.4,68.75,165.74,153.56,353.15,136.88,175.66,40.11,27.08
2024-07-30,217.53,103.7,419.7,181.71,461.61,142.23,169.47,222.62,441.26,171.25,210.46,783.12,260.74,622.58,113.14,444.89,805.89,68.33,157.71,156.24,355.13,134.27,180.33,40.29,26.37
2024-07-31,220.8,116.98,415.17,186.98,473.21,159.24,170.71,232.07,438.5,172.54,208.13,797.05,263.29,628.35,113.54,461.06,817.8,67.78,156.8,152.87,359.49,138.01,178.92,39.35,26.89
2024-08-01,217.1,109.18,413.94,184.07,496.04,145.7,169.94,216.86,431.81,171.84,203.39,824.97,263.55,624.85,111.97,459.76,812.72,68.92,161.61,155.69,350.14,136.09,183.16,38.56,26.08
2024-08-02,218.59,107.24,405.38,167.9,486.47,142.53,165.86,207.67,428.36,167.8,194.77,797.24,264.19,613.64,111.9,459.38,817.88,67.61,165.89,158.96,347.06,131.9,182.75,36.68,24.74
2024-08-05,208.06,100.42,392.14,161.02,474.11,140.81,158.48,198.88,413.72,160.07,190.62,768.3,254.14,598.55,109.88,439.47,797.74,66.75,163.92,156.16,341.77,126.54,177.99,35.77,24.09
2024-08-06,206.03,104.22,396.57,161.93,492.4,142.63,157.53,200.64,422.14,159.97,195.94,786.06,255.95,609.57,109.3,445.73,812.71,66.9,163.95,153.95,345.58,126.88,179.3,36.04,26.59
2024-08-07,208.61,98.88,395.4,162.77,487.25,135.05,158.17,191.76,427.02,160.18,196.0,765.21,254.22,611.48,110.75,447.27,806.16,66.08,165.83,153.89,334.34,124.6,181.04,36.41,26.32
2024-08-08,212.08,104.94,399.63,165.8,507.89,144.43,161.25,198.84,431.54,163.26,199.58,837.72,257.5,630.35,112.87,452.97,835.14,66.82,166.66,155.16,340.14,127.62,183.83,37.3,29.28
2024-08-09,214.99,104.72,402.93,166.94,516.0,146.93,162.88,200.0,431.67,164.8,201.28,883.68,257.95,633.94,113.79,454.17,850.57,67.1,166.34,155.55,340.43,130.69,183.37,37.36,30.01
2024-08-12,216.52,108.99,403.71,166.8,514.19,147.29,161.51,197.49,430.39,163.37,201.66,876.44,258.08,633.14,113.93,453.08,859.16,67.84,162.7,154.84,337.67,131.21,183.61,37.26,29.38
2024-08-13,220.24,116.1,410.86,170.23,526.74,154.76,163.37,207.83,432.41,165.34,203.37,899.9,258.32,648.02,112.84,456.73,860.4,67.28,163.17,153.39,341.83,132.87,184.63,37.54,30.39
2024-08-14,220.69,118.04,413.69,170.1,524.96,156.28,159.6,201.38,438.47,161.45,205.62,923.32,259.32,661.68,113.88,457.53,858.31,67.8,164.64,153.48,347.29,134.2,186.34,37.88,31.0
2024-08-15,223.68,122.82,418.58,177.59,535.5,164.64,160.52,214.14,440.84,162.59,206.9,924.51,264.94,663.22,114.59,466.03,872.87,72.27,163.78,154.07,351.59,135.51,186.72,38.1,31.22
2024-08-16,225.0,124.54,416.03,177.06,525.62,164.23,162.17,216.12,444.51,164.16,209.27,915.12,265.52,674.07,114.05,466.2,866.15,72.74,163.75,154.36,353.53,136.05,187.2,38.4,32.08
2024-08-19,224.84,129.96,419.08,178.22,527.47,166.21,165.87,222.72,448.77,167.8,210.72,914.81,264.61,688.53,114.39,464.31,867.9,73.01,164.27,154.59,354.52,136.49,190.07,38.72,32.5
2024-08-20,225.46,127.21,422.33,178.88,524.93,164.46,166.37,221.1,448.36,168.36,209.81,942.76,266.17,698.54,110.58,466.44,871.73,73.82,166.21,155.11,358.62,137.73,189.38,37.76,32.32
2024-08-21,225.35,128.46,421.67,180.11,533.33,164.29,165.05,223.27,446.6,167.03,209.89,944.75,266.33,697.12,109.88,465.32,876.92,74.51,165.96,156.34,361.74,138.75,189.74,37.82,32.54
2024-08-22,223.49,123.7,413.13,176.13,530.11,160.88,163.01,210.66,449.03,164.9,211.87,946.93,266.07,688.96,110.73,466.14,873.08,74.85,165.96,157.23,356.76,136.65,189.59,38.3,31.92
2024-08-23,225.79,129.33,414.36,177.04,526.2,164.87,164.82,220.32,453.38,166.84,213.52,945.51,265.57,686.73,112.26,463.77,874.72,74.97,165.0,158.95,366.75,137.75,190.73,38.82,31.78
2024-08-26,226.13,126.42,411.08,175.5,519.34,158.19,165.36,213.21,454.49,167.33,214.36,943.32,266.34,688.44,114.66,465.96,887.95,75.3,166.15,159.42,365.3,137.46,190.62,38.97,30.85
2024-08-27,226.97,128.26,411.43,173.12,517.33,159.94,163.89,209.21,460.63,165.79,215.34,947.24,268.83,695.72,113.57,472.27,904.26,75.4,165.08,159.01,364.39,137.05,189.16,38.72,30.84
2024-08-28,225.44,125.57,408.21,170.8,515.02,156.76,162.06,205.75,464.59,163.92,216.43,941.74,267.31,683.84,112.45,469.1,883.52,75.35,164.89,159.95,363.91,136.45,188.65,38.99,30.36
2024-08-29,228.73,117.55,410.72,172.12,516.45,155.52,161.0,206.28,,162.82,217.33,933.06,272.41,692.48,114.01,478.05,882.1,75.68,165.84,160.26,360.59,137.98,188.44,39.21,31.0
2024-08-30,227.94,119.33,414.71,178.5,519.53,161.36,162.59,214.11,,164.52,219.86,952.73,274.44,701.35,113.82,480.57,887.82,76.48,167.31,161.85,362.01,139.83,189.53,39.78,31.48
2024-09-03,221.74,107.97,407.06,176.25,510.01,151.42,156.6,210.6,,158.05,215.46,949.27,276.6,675.32,111.44,479.36,874.08,76.43,170.22,163.11,358.31,138.06,190.86,39.73,30.51
2024-09-04,219.83,106.18,406.52,173.33,510.99,152.74,155.7,219.41,,157.25,214.51,939.13,278.53,679.68,110.08,480.38,885.48,76.49,171.56,163.31,358.25,139.29,190.21,39.53,30.59
2024-09-05,221.35,107.18,406.01,177.89,515.1,151.45,156.48,230.17,,158.04,212.85,905.82,276.68,683.62,109.22,474.63,881.46,76.22,171.14,161.0,355.48,141.13,186.2,39.18,30.16
2024-09-06,219.8,102.8,399.36,171.39,498.56,135.77,150.19,210.73,,151.59,207.79,895.86,277.42,665.77,108.71,473.4,872.2,75.9,171.26,160.4,353.71,140.34,186.72,38.08,30.33
2024-09-09,219.89,106.44,403.36,175.4,503.07,139.56,148.19,216.27,,149.2,212.05,901.38,283.62,675.42,111.0,484.3,891.91,76.59,171.72,162.58,359.08,138.44,189.64,38.78,34.6
2024-09-10,219.09,108.07,411.79,179.55,503.07,146.88,148.14,226.17,,149.67,201.05,894.41,283.35,673.62,106.95,485.23,889.72,78.05,173.41,163.33,364.34,154.28,192.47,38.59,34.76
2024-09-11,221.63,116.87,420.58,184.52,510.08,156.85,150.63,228.13,,151.8,202.68,913.9,281.98,681.47,105.89,485.39,895.8,78.08,169.63,160.83,363.96,155.55,187.87,38.32,34.85
2024-09-12,221.74,119.11,424.51,187.0,523.81,163.08,154.15,229.81,,155.19,202.06,927.92,283.38,686.8,107.35,489.29,910.36,78.89,169.19,160.66,367.83,159.71,187.32,38.1,34.91
2024-09-13,221.47,119.07,428.08,186.49,522.83,166.19,156.91,230.29,,158.01,199.83,916.7,285.35,697.06,107.27,490.54,911.32,79.82,169.79,161.51,373.3,160.35,187.5,37.97,35.59
2024-09-16,215.32,116.75,428.83,184.89,531.97,162.55,157.51,226.78,,158.63,203.29,916.53,288.45,696.5,108.78,494.86,903.23,79.78,172.87,162.95,375.28,168.57,188.97,38.41,36.31
2024-09-17,215.79,115.56,432.62,186.88,534.99,161.01,158.76,227.87,,159.92,204.65,899.3,289.53,706.91,110.2,498.12,892.69,77.84,171.54,163.03,376.49,165.74,186.77,38.86,36.45
2024-09-18,219.67,113.34,428.3,186.43,536.63,160.22,159.25,227.2,,160.44,202.97,898.1,286.47,690.47,110.58,491.93,887.96,78.27,169.63,162.13,377.25,162.83,186.28,38.92,36.38
2024-09-19,227.81,117.84,436.14,189.87,557.72,166.46,161.57,243.92,,162.87,205.86,908.1,283.25,704.32,111.95,490.19,896.14,77.29,167.31,160.83,383.46,165.85,186.93,40.15,36.83
2024-09-20,227.14,115.97,432.74,191.6,559.97,170.12,163.02,238.25,,164.27,206.45,914.5,282.78,701.03,111.25,489.92,902.35,78.3,169.92,160.19,382.99,166.26,186.79,39.56,37.2
2024-09-23,225.42,116.23,430.99,193.88,563.02,171.95,161.28,250.0,,162.7,206.8,911.55,286.62,705.37,113.26,494.3,912.4,79.55,169.49,159.27,385.06,164.23,187.14,39.17,37.95
2024-09-24,226.32,120.84,426.67,193.96,561.94,173.84,161.72,254.27,,163.27,206.94,917.41,270.88,722.26,112.97,484.62,896.94,79.89,168.97,158.84,393.6,164.08,186.83,38.76,36.9
2024-09-25,225.32,123.48,429.6,192.53,566.91,174.52,160.92,257.02,,162.62,205.57,917.54,267.75,721.56,110.77,486.65,903.78,80.61,168.01,156.71,389.94,164.56,184.66,38.56,37.12
2024-09-26,226.47,124.01,428.8,191.16,566.44,177.07,162.16,254.22,,163.46,205.17,902.42,269.8,711.43,108.86,488.46,896.84,79.15,168.94,157.48,389.71,166.36,185.27,38.83,37.1
2024-09-27,226.73,121.37,425.53,187.97,565.96,171.7,163.38,260.46,,164.91,205.88,871.13,273.25,707.35,111.78,490.82,881.1,79.01,169.27,157.49,392.49,166.99,188.06,38.71,36.84
2024-09-30,231.92,121.41,427.8,186.33,571.03,171.52,165.27,261.63,,166.81,206.23,879.22,273.03,709.27,113.13,490.97,881.99,79.97,168.93,158.14,398.06,168.64,190.66,38.98,37.2
2024-10-01,225.16,116.97,418.24,185.13,575.05,166.51,166.41,258.02,,168.04,202.49,877.77,275.66,706.13,115.74,493.54,872.9,80.49,168.77,158.07,401.84,165.43,190.16,38.53,36.46
2024-10-02,225.73,118.82,414.7,184.76,571.4,169.69,165.28,249.02,,166.93,202.74,884.31,275.07,711.09,117.28,492.73,874.04,79.65,167.68,157.27,404.02,165.97,190.02,38.54,37.49
2024-10-03,224.62,122.82,414.12,181.96,581.34,170.91,165.28,240.66,,166.83,200.72,878.83,274.93,706.8,118.3,492.14,871.2,79.65,165.93,156.62,404.33,165.13,188.7,38.56,39.24
2024-10-04,225.75,124.89,413.64,186.51,594.47,175.63,166.48,250.08,,168.18,207.85,880.43,275.99,719.7,120.47,494.85,878.6,80.16,164.72,156.41,401.17,169.09,187.58,39.41,40.01
2024-10-07,220.66,127.69,407.16,180.8,583.34,174.08,162.41,240.83,,164.02,207.56,891.58,271.88,701.92,121.0,488.49,869.13,78.34,163.0,155.67,400.87,168.21,186.92,39.26,38.89
2024-10-08,224.72,132.86,412.3,182.72,591.43,179.7,163.8,244.5,,165.32,207.38,906.79,273.04,721.76,117.78,494.22,885.87,78.94,164.01,155.82,406.88,172.56,186.35,39.23,41.45
2024-10-09,228.48,132.62,415.03,185.17,589.06,184.89,161.29,241.05,,162.69,210.01,912.76,275.0,727.43,117.83,497.75,904.46,79.62,165.1,156.76,408.74,176.44,188.03,39.48,43.13
2024-10-10,227.98,134.78,413.42,186.65,582.39,184.63,161.51,238.77,,162.81,209.44,903.78,275.54,730.29,118.84,495.83,889.07,78.84,164.78,156.63,402.74,173.98,187.64,39.27,43.52
2024-10-11,226.5,134.77,413.9,188.82,588.5,180.44,162.67,217.8,,164.15,218.74,924.99,275.9,722.79,119.3,500.05,884.49,79.33,166.87,157.55,404.64,174.34,187.48,41.21,43.51
2024-10-14,230.23,138.04,416.7,187.54,588.97,181.27,164.38,219.16,,165.97,217.94,922.46,278.72,713.0,119.75,504.43,885.22,79.52,168.26,157.69,408.1,174.69,188.89,41.17,43.4
2024-10-15,232.77,131.57,416.3,187.69,584.83,174.98,164.88,219.57,,166.52,218.84,906.39,277.34,705.98,116.15,505.0,890.04,80.86,169.29,160.13,408.26,172.67,186.71,41.4,42.43
2024-10-16,230.71,135.69,413.7,186.89,575.37,175.81,164.58,221.33,,166.36,220.07,909.46,285.51,702.0,116.45,511.81,882.85,80.44,168.13,160.3,411.24,173.35,185.35,42.05,41.93
2024-10-17,231.07,136.9,414.29,187.53,575.51,180.49,162.36,220.89,,164.14,220.84,910.16,288.36,687.65,116.15,511.5,880.77,80.11,168.03,160.49,408.28,174.25,183.51,41.85,42.0
2024-10-18,233.91,137.97,415.73,188.99,575.05,178.86,162.85,220.7,,164.68,221.77,911.0,288.59,763.89,115.82,514.07,885.02,80.53,168.04,161.12,407.69,173.27,183.79,41.58,42.97
2024-10-21,235.38,143.68,416.34,189.07,573.74,178.96,163.5,218.85,,165.42,219.44,899.25,284.85,772.07,115.89,512.74,882.24,80.03,166.33,158.89,399.24,172.35,181.54,41.03,42.7
2024-10-22,234.77,143.56,425.02,189.7,580.58,178.36,164.56,217.97,,166.44,220.54,902.25,282.8,764.24,116.49,510.76,888.93,81.23,166.49,159.49,394.77,173.88,183.7,41.56,42.94
2024-10-23,229.69,139.53,422.13,184.71,562.3,172.52,162.21,213.65,,164.11,219.84,896.39,281.78,749.29,116.07,511.47,894.58,82.47,166.37,161.85,392.6,171.69,182.84,41.6,42.59
2024-10-24,229.5,140.38,422.26,186.38,566.38,170.37,162.15,260.48,,164.16,221.39,884.56,281.24,754.55,115.42,508.37,888.86,82.24,166.41,159.71,395.59,172.96,184.56,41.9,43.56
2024-10-25,230.34,141.51,425.66,187.83,571.84,172.01,164.69,269.19,,166.61,218.76,885.92,279.77,754.68,115.32,505.13,886.67,81.71,165.04,156.99,391.88,172.11,182.81,41.15,44.86
2024-10-28,232.32,140.49,424.11,188.39,576.74,171.04,166.14,262.51,,167.96,221.9,888.79,282.21,749.12,114.75,505.97,886.41,81.95,166.1,157.69,395.79,171.02,184.59,41.87,44.97
2024-10-29,232.59,141.22,429.44,190.83,591.82,178.22,169.09,259.52,,170.75,219.34,896.72,279.91,759.44,113.19,504.05,882.46,80.91,164.01,156.22,388.11,172.02,184.37,41.78,44.93
2024-10-30,229.03,139.3,430.01,192.73,590.34,175.63,173.85,257.55,,175.74,220.83,840.4,288.14,753.74,112.62,511.43,874.6,80.6,163.02,156.72,385.61,173.14,196.1,41.57,43.69
2024-10-31,224.86,132.73,403.99,186.4,566.18,168.8,170.51,249.85,,172.3,218.38,823.44,287.83,756.03,112.7,497.39,869.72,81.16,162.05,155.99,386.81,166.48,198.4,41.09,41.56
